Слово,Словарь тихонова,Словарь CrossLexica,POS
обоготворяться, о:PREF/боготвор:ROOT/я:SUFF/ть:SUFF/ся:POSTFIX, о:PREF/боготвор:ROOT/ять:END/ся:POSTFIX, VERB
поступить, поступ:ROOT/и:SUFF/ть:SUFF, по:PREF/ступ:ROOT/ить:END, VERB
разодеть, раз:PREF/о:PREF/де:ROOT/ть:SUFF, раз:PREF/о:SUFF/де:ROOT/ть:END, VERB
развести, раз:PREF/вес:ROOT/ти:SUFF, раз:PREF/вес:ROOT/ти:END, VERB
напортить, на:PREF/порт:ROOT/и:SUFF/ть:SUFF, на:PREF/порт:ROOT/ить:END, VERB
довязать, до:PREF/вяз:ROOT/а:SUFF/ть:SUFF, до:PREF/вяз:ROOT/ать:END, VERB
перегораживаться, пере:PREF/гораж:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, пере:PREF/гораж:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
упариться, у:PREF/пар:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, у:PREF/пар:ROOT/ить:END/ся:POSTFIX, VERB
перешивать, пере:PREF/ши:ROOT/ва:SUFF/ть:SUFF, пере:PREF/шив:ROOT/ать:END, VERB
уродить, у:PREF/род:ROOT/и:SUFF/ть:SUFF, у:PREF/род:ROOT/ить:END, VERB
добеливать, до:PREF/бел:ROOT/ива:SUFF/ть:SUFF, до:PREF/бел:ROOT/ив:SUFF/ать:END, VERB
поверяться, по:PREF/вер:ROOT/я:SUFF/ть:SUFF/ся:POSTFIX, по:PREF/вер:ROOT/ять:END/ся:POSTFIX, VERB
завернуться, за:PREF/вер:ROOT/ну:SUFF/ть:SUFF/ся:POSTFIX, за:PREF/вер:ROOT/н:SUFF/уть:END/ся:POSTFIX, VERB
бушевать, бушева:ROOT/ть:SUFF, буш:ROOT/ев:SUFF/ать:END, VERB
выливаться, вы:PREF/ли:ROOT/ва:SUFF/ть:SUFF/ся:POSTFIX, вы:PREF/лив:ROOT/ать:END/ся:POSTFIX, VERB
заслать, за:PREF/сл:ROOT/а:SUFF/ть:SUFF, за:PREF/сл:ROOT/ать:END, VERB
взбодрить, вз:PREF/бодр:ROOT/и:SUFF/ть:SUFF, вз:PREF/бодр:ROOT/ить:END, VERB
похитить, по:PREF/хит:ROOT/и:SUFF/ть:SUFF, по:PREF/хит:ROOT/ить:END, VERB
облить, об:PREF/ли:ROOT/ть:SUFF, об:PREF/ли:ROOT/ть:END, VERB
выстроить, вы:PREF/стро:ROOT/и:SUFF/ть:SUFF, вы:PREF/стро:ROOT/ить:END, VERB
отступить, от:PREF/ступ:ROOT/и:SUFF/ть:SUFF, от:PREF/ступ:ROOT/ить:END, VERB
взвешиваться, вз:PREF/веш:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, вз:PREF/веш:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
задвигать, за:PREF/двиг:ROOT/а:SUFF/ть:SUFF, за:PREF/двиг:ROOT/ать:END, VERB
накладываться, на:PREF/клад:ROOT/ыва:SUFF/ть:SUFF/ся:POSTFIX, на:PREF/клад:ROOT/ыв:SUFF/ать:END/ся:POSTFIX, VERB
побушевать, по:PREF/бушева:ROOT/ть:SUFF, по:PREF/буш:ROOT/ев:SUFF/ать:END, VERB
забастовать, за:PREF/бастова:ROOT/ть:SUFF, за:PREF/баст:ROOT/ов:SUFF/ать:END, VERB
выпариться, вы:PREF/пар:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, вы:PREF/пар:ROOT/ить:END/ся:POSTFIX, VERB
промерзнуть, про:PREF/мерз:ROOT/ну:SUFF/ть:SUFF, про:PREF/мерз:ROOT/н:SUFF/уть:END, VERB
закладывать, за:PREF/клад:ROOT/ыва:SUFF/ть:SUFF, за:PREF/клад:ROOT/ыв:SUFF/ать:END, VERB
грозить, гроз:ROOT/и:SUFF/ть:SUFF, гроз:ROOT/ить:END, VERB
перебеливать, пере:PREF/бел:ROOT/ива:SUFF/ть:SUFF, пере:PREF/бел:ROOT/ив:SUFF/ать:END, VERB
засылать, за:PREF/сыл:ROOT/а:SUFF/ть:SUFF, за:PREF/сыл:ROOT/ать:END, VERB
вымачивать, вы:PREF/мач:ROOT/ива:SUFF/ть:SUFF, вы:PREF/мач:ROOT/ив:SUFF/ать:END, VERB
взыскиваться, вз:PREF/ыск:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, вз:PREF/ыск:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
вычесывать, вы:PREF/чес:ROOT/ыва:SUFF/ть:SUFF, вы:PREF/чес:ROOT/ыв:SUFF/ать:END, VERB
подбить, под:PREF/би:ROOT/ть:SUFF, под:PREF/би:ROOT/ть:END, VERB
слышать, слыш:ROOT/а:SUFF/ть:SUFF, слыш:ROOT/ать:END, VERB
предъявляться, предъявл:ROOT/я:SUFF/ть:SUFF/ся:POSTFIX, предъ:PREF/явл:ROOT/ять:END/ся:POSTFIX, VERB
разделать, раз:PREF/дел:ROOT/а:SUFF/ть:SUFF, раз:PREF/дел:ROOT/ать:END, VERB
выбрасываться, вы:PREF/брас:ROOT/ыва:SUFF/ть:SUFF/ся:POSTFIX, вы:PREF/брас:ROOT/ыв:SUFF/ать:END/ся:POSTFIX, VERB
подтереть, под:PREF/тер:ROOT/е:SUFF/ть:SUFF, под:PREF/тер:ROOT/еть:END, VERB
выделиться, вы:PREF/дел:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, вы:PREF/дел:ROOT/ить:END/ся:POSTFIX, VERB
оговариваться, о:PREF/говар:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, о:PREF/говар:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
прохватывать, про:PREF/хват:ROOT/ыва:SUFF/ть:SUFF, про:PREF/хват:ROOT/ыв:SUFF/ать:END, VERB
увлекающий, у:PREF/влек:ROOT/а:SUFF/ющ:SUFF/ий:END, у:PREF/влек:ROOT/ающ:SUFF/ий:END, ADJ
централизованный, центр:ROOT/ал:SUFF/из:SUFF/ова:SUFF/нн:SUFF/ый:END, центр:ROOT/ал:SUFF/из:SUFF/ов:SUFF/анн:SUFF/ый:END, ADJ
сложный, сложн:ROOT/ый:END, с:PREF/лож:ROOT/н:SUFF/ый:END, ADJ
формалистический, форм:ROOT/ал:SUFF/ист:SUFF/ическ:SUFF/ий:END, форм:ROOT/ал:SUFF/ист:SUFF/ич:SUFF/еск:SUFF/ий:END, ADJ
округленный, о:PREF/круг:ROOT/л:SUFF/енн:SUFF/ый:END, о:PREF/кругл:ROOT/енн:SUFF/ый:END, ADJ
умятый, у:PREF/мя:ROOT/т:SUFF/ый:END, у:PREF/мят:ROOT/ый:END, ADJ
управляющий, у:PREF/правл:ROOT/я:SUFF/ющ:SUFF/ий:END, у:PREF/правл:ROOT/яющ:SUFF/ий:END, ADJ
циклоидальный, цикл:ROOT/оид:SUFF/альн:SUFF/ый:END, цикл:ROOT/оид:SUFF/аль:SUFF/н:SUFF/ый:END, ADJ
промысловый, промысл:ROOT/ов:SUFF/ый:END, про:PREF/мысл:ROOT/ов:SUFF/ый:END, ADJ
высыпанный, вы:PREF/сып:ROOT/а:SUFF/нн:SUFF/ый:END, вы:PREF/сып:ROOT/анн:SUFF/ый:END, ADJ
подслеповатый, под:PREF/слеп:ROOT/оват:SUFF/ый:END, под:PREF/слеп:ROOT/ов:SUFF/ат:SUFF/ый:END, ADJ
настоящий, настоящ:ROOT/ий:END, на:PREF/сто:ROOT/ящ:SUFF/ий:END, ADJ
долженствующий, должен:ROOT/ств:SUFF/у:SUFF/ющ:SUFF/ий:END, долж:ROOT/ен:SUFF/ств:SUFF/ующ:SUFF/ий:END, ADJ
гиперболический, гипербол:ROOT/ическ:SUFF/ий:END, гипербол:ROOT/ич:SUFF/еск:SUFF/ий:END, ADJ
рассказанный, рас:PREF/сказ:ROOT/а:SUFF/нн:SUFF/ый:END, расс:PREF/каз:ROOT/анн:SUFF/ый:END, ADJ
пробивной, про:PREF/би:ROOT/в:SUFF/н:SUFF/ой:END, про:PREF/бив:ROOT/н:SUFF/ой:END, ADJ
исследованный, исследова:ROOT/нн:SUFF/ый:END, ис:PREF/след:ROOT/ов:SUFF/анн:SUFF/ый:END, ADJ
антрацитовый, антрац:ROOT/ит:SUFF/ов:SUFF/ый:END, антрацит:ROOT/ов:SUFF/ый:END, ADJ
федеральный, федер:ROOT/альн:SUFF/ый:END, федер:ROOT/аль:SUFF/н:SUFF/ый:END, ADJ
циркуляционный, циркул:ROOT/яци:SUFF/онн:SUFF/ый:END, цирк:ROOT/ул:SUFF/яц:SUFF/ион:SUFF/н:SUFF/ый:END, ADJ
патриархальный, патриарх:ROOT/альн:SUFF/ый:END, патриарх:ROOT/аль:SUFF/н:SUFF/ый:END, ADJ
именованный, имен:ROOT/ова:SUFF/нн:SUFF/ый:END, имен:ROOT/ов:SUFF/анн:SUFF/ый:END, ADJ
асфальтированный, асфальт:ROOT/ир:SUFF/ова:SUFF/нн:SUFF/ый:END, асфальт:ROOT/ир:SUFF/ов:SUFF/анн:SUFF/ый:END, ADJ
замечательный, замечательн:ROOT/ый:END, за:PREF/меч:ROOT/атель:SUFF/н:SUFF/ый:END, ADJ
признательный, призна:ROOT/тельн:SUFF/ый:END, при:PREF/зн:ROOT/атель:SUFF/н:SUFF/ый:END, ADJ
носильный, нос:ROOT/и:SUFF/ль:SUFF/н:SUFF/ый:END, нос:ROOT/ильн:SUFF/ый:END, ADJ
бесструктурный, бес:PREF/структур:ROOT/н:SUFF/ый:END, бес:PREF/структ:ROOT/ур:SUFF/н:SUFF/ый:END, ADJ
заграничный, за:PREF/гранич:ROOT/н:SUFF/ый:END, за:PREF/гран:ROOT/ич:SUFF/н:SUFF/ый:END, ADJ
растекшийся, рас:PREF/тек:ROOT/ш:SUFF/ий:SUFF/ся:POSTFIX, рас:PREF/тек:ROOT/ш:SUFF/ий:END/ся:POSTFIX, ADJ
прекращенный, прекращ:ROOT/енн:SUFF/ый:END, пре:PREF/кращ:ROOT/енн:SUFF/ый:END, ADJ
чарующий, чар:ROOT/у:SUFF/ющ:SUFF/ий:END, чар:ROOT/ующ:SUFF/ий:END, ADJ
вовлекшийся, во:PREF/влек:ROOT/ш:SUFF/ий:SUFF/ся:POSTFIX, во:PREF/влек:ROOT/ш:SUFF/ий:END/ся:POSTFIX, ADJ
изображенный, изображ:ROOT/енн:SUFF/ый:END, из:PREF/ображ:ROOT/енн:SUFF/ый:END, ADJ
ледовитый, лед:ROOT/овит:SUFF/ый:END, лед:ROOT/ов:SUFF/ит:SUFF/ый:END, ADJ
зимовальный, зим:ROOT/ова:SUFF/ль:SUFF/н:SUFF/ый:END, зим:ROOT/ов:SUFF/аль:SUFF/н:SUFF/ый:END, ADJ
стихнувший, с:PREF/тих:ROOT/ну:SUFF/вш:SUFF/ий:END, с:PREF/тих:ROOT/н:SUFF/увш:SUFF/ий:END, ADJ
прошитый, про:PREF/ши:ROOT/т:SUFF/ый:END, про:PREF/шит:ROOT/ый:END, ADJ
штампованный, штамп:ROOT/ова:SUFF/нн:SUFF/ый:END, штамп:ROOT/ов:SUFF/анн:SUFF/ый:END, ADJ
федеративный, федер:ROOT/ат:SUFF/ивн:SUFF/ый:END, федер:ROOT/ат:SUFF/ив:SUFF/н:SUFF/ый:END, ADJ
обманутый, обма:ROOT/ну:SUFF/т:SUFF/ый:END, об:PREF/ман:ROOT/у:SUFF/т:SUFF/ый:END, ADJ
законтрактованный, за:PREF/контракт:ROOT/ова:SUFF/нн:SUFF/ый:END, за:PREF/контракт:ROOT/ов:SUFF/анн:SUFF/ый:END, ADJ
взводный, взвод:ROOT/н:SUFF/ый:END, вз:PREF/вод:ROOT/н:SUFF/ый:END, ADJ
зоркий, зорк:ROOT/ий:END, зор:ROOT/к:SUFF/ий:END, ADJ
мелколистный, мелк:ROOT/о:LINK/лист:ROOT/н:SUFF/ый:END, мелколист:ROOT/н:SUFF/ый:END, ADJ
бойкий, бойк:ROOT/ий:END, бой:ROOT/к:SUFF/ий:END, ADJ
деловитый, дел:ROOT/овит:SUFF/ый:END, дел:ROOT/ов:SUFF/ит:SUFF/ый:END, ADJ
подобающий, подоба:ROOT/ющ:SUFF/ий:END, подоб:ROOT/ающ:SUFF/ий:END, ADJ
спроектированный, с:PREF/проект:ROOT/ир:SUFF/ова:SUFF/нн:SUFF/ый:END, с:PREF/проект:ROOT/ир:SUFF/ов:SUFF/анн:SUFF/ый:END, ADJ
обрытый, об:PREF/ры:ROOT/т:SUFF/ый:END, об:PREF/рыт:ROOT/ый:END, ADJ
двойной, дв:ROOT/ой:SUFF/н:SUFF/ой:END, двой:ROOT/н:SUFF/ой:END, ADJ
приемный, прием:ROOT/н:SUFF/ый:END, при:PREF/ем:ROOT/н:SUFF/ый:END, ADJ
безбоязненный, без:PREF/бо:ROOT/я:SUFF/зн:ROOT/енн:SUFF/ый:END, без:PREF/бо:ROOT/язн:SUFF/енн:SUFF/ый:END, ADJ
хлопотный, хлопот:ROOT/н:SUFF/ый:END, хлоп:ROOT/от:SUFF/н:SUFF/ый:END, ADJ
океанический, океан:ROOT/ическ:SUFF/ий:END, океан:ROOT/ич:SUFF/еск:SUFF/ий:END, ADJ
демократический, дем:ROOT/о:LINK/крат:ROOT/ическ:SUFF/ий:END, демократ:ROOT/ич:SUFF/еск:SUFF/ий:END, ADJ
комиссарский, комиссар:ROOT/ск:SUFF/ий:END, ко:PREF/мисс:ROOT/ар:SUFF/ск:SUFF/ий:END, ADJ
изобразительный, изобраз:ROOT/и:SUFF/тельн:SUFF/ый:END, из:PREF/образ:ROOT/итель:SUFF/н:SUFF/ый:END, ADJ
адаптированный, адапт:ROOT/ир:SUFF/ова:SUFF/нн:SUFF/ый:END, адапт:ROOT/ир:SUFF/ов:SUFF/анн:SUFF/ый:END, ADJ
представительный, представ:ROOT/и:SUFF/тельн:SUFF/ый:END, пред:PREF/став:ROOT/итель:SUFF/н:SUFF/ый:END, ADJ
подвернутый, под:PREF/вер:ROOT/ну:SUFF/т:SUFF/ый:END, под:PREF/вер:ROOT/нут:SUFF/ый:END, ADJ
дождливый, дожд:ROOT/лив:SUFF/ый:END, дождл:ROOT/ив:SUFF/ый:END, ADJ
объясненный, объ:ROOT/ясн:ROOT/енн:SUFF/ый:END, объ:PREF/ясн:ROOT/енн:SUFF/ый:END, ADJ
образцовый, образц:ROOT/ов:SUFF/ый:END, образ:ROOT/ц:SUFF/ов:SUFF/ый:END, ADJ
экспрессный, экспресс:ROOT/н:SUFF/ый:END, экс:PREF/пресс:ROOT/н:SUFF/ый:END, ADJ
вязаный, вяз:ROOT/а:SUFF/н:SUFF/ый:END, вяз:ROOT/ан:SUFF/ый:END, ADJ
приутихнувший, при:PREF/у:PREF/тих:ROOT/ну:SUFF/вш:SUFF/ий:END, при:PREF/у:SUFF/тих:ROOT/н:SUFF/увш:SUFF/ий:END, ADJ
аттестованный, аттест:ROOT/ова:SUFF/нн:SUFF/ый:END, аттест:ROOT/ов:SUFF/анн:SUFF/ый:END, ADJ
проникающий, про:PREF/ник:ROOT/а:SUFF/ющ:SUFF/ий:END, про:PREF/ник:ROOT/ающ:SUFF/ий:END, ADJ
желательный, жела:ROOT/тельн:SUFF/ый:END, жел:ROOT/атель:SUFF/н:SUFF/ый:END, ADJ
инструкционный, инструкц:ROOT/и:SUFF/онн:SUFF/ый:END, ин:PREF/струкц:ROOT/ион:SUFF/н:SUFF/ый:END, ADJ
окончательный, о:PREF/конч:ROOT/а:SUFF/тельн:SUFF/ый:END, о:PREF/конч:ROOT/атель:SUFF/н:SUFF/ый:END, ADJ
званый, зв:ROOT/а:SUFF/н:SUFF/ый:END, зв:ROOT/ан:SUFF/ый:END, ADJ
забитый, за:PREF/би:ROOT/т:SUFF/ый:END, за:PREF/бит:ROOT/ый:END, ADJ
запавший, за:PREF/па:ROOT/вш:SUFF/ий:END, за:PREF/пав:ROOT/ш:SUFF/ий:END, ADJ
архаичный, арха:ROOT/ичн:SUFF/ый:END, арха:ROOT/ич:SUFF/н:SUFF/ый:END, ADJ
партитурный, партитур:ROOT/н:SUFF/ый:END, парт:ROOT/ит:SUFF/ур:SUFF/н:SUFF/ый:END, ADJ
дополнительный, до:PREF/полн:ROOT/и:SUFF/тельн:SUFF/ый:END, до:PREF/полн:ROOT/итель:SUFF/н:SUFF/ый:END, ADJ
противительный, против:ROOT/и:SUFF/тельн:SUFF/ый:END, против:ROOT/итель:SUFF/н:SUFF/ый:END, ADJ
обстановочный, обстановоч:ROOT/н:SUFF/ый:END, об:PREF/стан:ROOT/ов:SUFF/оч:SUFF/н:SUFF/ый:END, ADJ
осязаемый, осяза:ROOT/ем:ROOT/ый:END, осяз:ROOT/аем:SUFF/ый:END, ADJ
героический, геро:ROOT/ическ:SUFF/ий:END, геро:ROOT/ич:SUFF/еск:SUFF/ий:END, ADJ
доверенный, довер:ROOT/енн:SUFF/ый:END, до:PREF/вер:ROOT/енн:SUFF/ый:END, ADJ
отложенный, от:PREF/лож:ROOT/енн:SUFF/ый:END, от:PREF/лож:ROOT/е:SUFF/нн:SUFF/ый:END, ADJ
навозный, навоз:ROOT/н:SUFF/ый:END, на:PREF/воз:ROOT/н:SUFF/ый:END, ADJ
следующий, след:ROOT/у:SUFF/ющ:SUFF/ий:END, след:ROOT/ующ:SUFF/ий:END, ADJ
пульсирующий, пульс:ROOT/ир:SUFF/у:SUFF/ющ:SUFF/ий:END, пульс:ROOT/ир:SUFF/ующ:SUFF/ий:END, ADJ
одноручный, одн:ROOT/о:LINK/руч:ROOT/н:SUFF/ый:END, одноруч:ROOT/н:SUFF/ый:END, ADJ
систематизированный, систем:ROOT/ат:SUFF/из:SUFF/ир:SUFF/ова:SUFF/нн:SUFF/ый:END, систем:ROOT/ат:SUFF/из:SUFF/ир:SUFF/ов:SUFF/анн:SUFF/ый:END, ADJ
приблизительный, при:PREF/близ:ROOT/и:SUFF/тельн:SUFF/ый:END, при:PREF/близ:ROOT/итель:SUFF/н:SUFF/ый:END, ADJ
поданный, по:PREF/да:ROOT/нн:SUFF/ый:END, по:PREF/дан:ROOT/н:SUFF/ый:END, ADJ
бронированный, брон:ROOT/ир:SUFF/ова:SUFF/нн:SUFF/ый:END, брон:ROOT/ир:SUFF/ов:SUFF/анн:SUFF/ый:END, ADJ
сворованный, с:PREF/вор:ROOT/ова:SUFF/нн:SUFF/ый:END, с:PREF/вор:ROOT/ов:SUFF/анн:SUFF/ый:END, ADJ
лежачий, леж:ROOT/ач:SUFF/ий:SUFF, леж:ROOT/ач:SUFF/ий:END, ADJ
любезный, любезн:ROOT/ый:END, люб:ROOT/езн:SUFF/ый:END, ADJ
продержанный, про:PREF/держ:ROOT/а:SUFF/нн:SUFF/ый:END, про:PREF/держ:ROOT/анн:SUFF/ый:END, ADJ
поведенческий, по:PREF/вед:ROOT/ен:SUFF/ческ:SUFF/ий:END, по:PREF/вед:ROOT/ен:SUFF/ч:SUFF/еск:SUFF/ий:END, ADJ
коммуникативный, коммуник:ROOT/ат:SUFF/ивн:SUFF/ый:END, коммуник:ROOT/ат:SUFF/ив:SUFF/н:SUFF/ый:END, ADJ
обследованный, об:PREF/след:ROOT/ова:SUFF/нн:SUFF/ый:END, об:PREF/след:ROOT/ов:SUFF/анн:SUFF/ый:END, ADJ
совмещенный, совмещ:ROOT/енн:SUFF/ый:END, со:PREF/в:SUFF/мещ:ROOT/енн:SUFF/ый:END, ADJ
практичный, практ:ROOT/ич:SUFF/н:SUFF/ый:END, практич:ROOT/н:SUFF/ый:END, ADJ
смятый, с:PREF/мя:ROOT/т:SUFF/ый:END, с:PREF/мят:ROOT/ый:END, ADJ
шестерной, шест:ROOT/ер:SUFF/н:SUFF/ой:END, шестер:ROOT/н:SUFF/ой:END, ADJ
плутоватый, плут:ROOT/оват:SUFF/ый:END, плут:ROOT/ов:SUFF/ат:SUFF/ый:END, ADJ
бродильный, брод:ROOT/и:SUFF/ль:SUFF/н:SUFF/ый:END, брод:ROOT/иль:SUFF/н:SUFF/ый:END, ADJ
аккумулятивный, аккумул:ROOT/ят:SUFF/ивн:SUFF/ый:END, ак:PREF/кумул:ROOT/ят:SUFF/ив:SUFF/н:SUFF/ый:END, ADJ
упрямый, упрям:ROOT/ый:END, у:PREF/прям:ROOT/ый:END, ADJ
обветшалый, об:PREF/ветш:ROOT/а:SUFF/л:SUFF/ый:END, об:PREF/ветш:ROOT/ал:SUFF/ый:END, ADJ
гнусный, гнусн:ROOT/ый:END, гнус:ROOT/н:SUFF/ый:END, ADJ
удобрительный, удобр:ROOT/и:SUFF/тельн:SUFF/ый:END, у:PREF/добр:ROOT/итель:SUFF/н:SUFF/ый:END, ADJ
необычайный, необычайн:ROOT/ый:END, не:PREF/обыч:ROOT/ай:SUFF/н:SUFF/ый:END, ADJ
обыкновенный, обык:ROOT/н:SUFF/ове:SUFF/нн:SUFF/ый:END, обык:ROOT/н:SUFF/ов:SUFF/енн:SUFF/ый:END, ADJ
успешный, успе:ROOT/ш:SUFF/н:SUFF/ый:END, у:PREF/спеш:ROOT/н:SUFF/ый:END, ADJ
одержимый, одерж:ROOT/им:SUFF/ый:END, о:PREF/держ:ROOT/им:SUFF/ый:END, ADJ
рефракционный, рефракци:ROOT/онн:SUFF/ый:END, ре:PREF/фракц:ROOT/ион:SUFF/н:SUFF/ый:END, ADJ
добровольный, добр:ROOT/о:LINK/воль:ROOT/н:SUFF/ый:END, доброволь:ROOT/н:SUFF/ый:END, ADJ
спасенный, спас:ROOT/енн:SUFF/ый:END, с:PREF/пас:ROOT/енн:SUFF/ый:END, ADJ
именинный, им:ROOT/ен:SUFF/ин:SUFF/н:SUFF/ый:END, имен:ROOT/инн:SUFF/ый:END, ADJ
фантасмагорический, фантасмагор:ROOT/ическ:SUFF/ий:END, фант:ROOT/асм:SUFF/агор:SUFF/ич:SUFF/еск:SUFF/ий:END, ADJ
представленный, представл:ROOT/енн:SUFF/ый:END, пред:PREF/ставл:ROOT/енн:SUFF/ый:END, ADJ
белесый, бел:ROOT/ес:ROOT/ый:END, бел:ROOT/ес:SUFF/ый:END, ADJ
несказанный, не:PREF/сказ:ROOT/а:SUFF/нн:SUFF/ый:END, не:PREF/сказ:ROOT/анн:SUFF/ый:END, ADJ
обитый, о:PREF/би:ROOT/т:SUFF/ый:END, о:PREF/бит:ROOT/ый:END, ADJ
туристический, тур:ROOT/ист:SUFF/ическ:SUFF/ий:END, турист:ROOT/ич:SUFF/еск:SUFF/ий:END, ADJ
утихнувший, у:PREF/тих:ROOT/ну:SUFF/вш:SUFF/ий:END, у:PREF/тих:ROOT/н:SUFF/увш:SUFF/ий:END, ADJ
медлительный, медл:ROOT/и:SUFF/тельн:SUFF/ый:END, медл:ROOT/итель:SUFF/н:SUFF/ый:END, ADJ
опробованный, о:PREF/проб:ROOT/ова:SUFF/нн:SUFF/ый:END, о:PREF/проб:ROOT/ов:SUFF/анн:SUFF/ый:END, ADJ
далекий, далек:ROOT/ий:END, дал:ROOT/ек:SUFF/ий:END, ADJ
завернутый, за:PREF/вер:ROOT/ну:SUFF/т:SUFF/ый:END, за:PREF/вер:ROOT/нут:SUFF/ый:END, ADJ
приказной, приказ:ROOT/н:SUFF/ой:END, при:PREF/каз:ROOT/н:SUFF/ой:END, ADJ
статистический, статист:ROOT/ич:SUFF/еск:SUFF/ий:END, стат:ROOT/ист:SUFF/ич:SUFF/еск:SUFF/ий:END, ADJ
симпатичный, симпат:ROOT/ичн:SUFF/ый:END, сим:PREF/пат:ROOT/ич:SUFF/н:SUFF/ый:END, ADJ
заасфальтированный, за:PREF/асфальт:ROOT/ир:SUFF/ова:SUFF/нн:SUFF/ый:END, за:PREF/асфальт:ROOT/ир:SUFF/ов:SUFF/анн:SUFF/ый:END, ADJ
